report_file,table_file,table_type,input_rows,output_rows,removed_rows,filled_cells,total_cells,fill_percentage,initial_confidence,final_confidence,confidence_change,anomalies_detected,rows_repaired,monthly_cells_cleared,ordering_violations_cleared,smart_fill_pct,num_columns,num_rows,has_site_column,station_count,year_values,row_type_counts,month_fill_rates,naturally_empty_slots,total_applicable_slots,month_means_max,month_means_avg,month_means_min
All_Tables_Combined_cleaning_report.txt,All_Tables_Combined,,11992,11989,3,119126,227791,52.3,91.81,91.81,0.0,,,,,52.3,,,,,,,,,,,,
Table_100_Pages_218-218_cleaning_report.txt,Table_100_Pages_218-218,16-column,9,9,0,131,189,69.3,92.94,92.94,0.0,,,,,69.3,21.0,9.0,True,,,,,0.0,0.0,,,
Table_101_Pages_219-222_cleaning_report.txt,Table_101_Pages_219-222,,257,257,0,3756,5140,73.1,90.81,90.81,0.0,17.0,17.0,5.0,51.0,73.1,58.0,59.0,False,,,,,0.0,0.0,,,
Table_10_Pages_37-38_cleaning_report.txt,Table_10_Pages_37-38,,62,62,0,1050,1240,84.7,92.56,92.56,0.0,,,,,84.7,20.0,62.0,False,,,,,0.0,0.0,,,
Table_11_Pages_39-40_cleaning_report.txt,Table_11_Pages_39-40,16-column,51,51,0,1008,1071,94.1,93.0,93.0,0.0,,,,,94.1,21.0,51.0,True,,,,,0.0,0.0,,,
Table_12_Pages_41-50_cleaning_report.txt,Table_12_Pages_41-50,,746,746,0,11749,14920,78.7,91.27,91.27,0.0,42.0,36.0,23.0,64.0,78.7,58.0,155.0,False,,,,,0.0,0.0,,,
Table_13_Pages_51-54_cleaning_report.txt,Table_13_Pages_51-54,16-column,245,245,0,4520,5145,87.9,92.55,92.55,0.0,,,,,87.9,21.0,245.0,True,,,,,0.0,0.0,,,
Table_14_Pages_55-56_cleaning_report.txt,Table_14_Pages_55-56,,63,63,0,1061,1260,84.2,92.0,92.0,0.0,,,,,84.2,20.0,63.0,False,,,,,0.0,0.0,,,
Table_16_Pages_58-58_cleaning_report.txt,Table_16_Pages_58-58,16-column,26,26,0,517,546,94.7,91.42,91.42,0.0,,,,,94.7,21.0,26.0,True,,,,,0.0,0.0,,,
Table_17_Pages_59-69_cleaning_report.txt,Table_17_Pages_59-69,,740,740,0,10253,14800,69.3,90.74,90.74,0.0,34.0,23.0,29.0,62.0,69.3,58.0,157.0,False,,,,,0.0,0.0,,,
Table_18_Pages_70-71_cleaning_report.txt,Table_18_Pages_70-71,16-column,115,114,1,2212,2394,92.4,93.42,93.5,0.08,,,,,92.4,21.0,114.0,True,,,,,0.0,0.0,,,
Table_19_Pages_72-72_cleaning_report.txt,Table_19_Pages_72-72,,35,35,0,539,700,77.0,93.68,93.68,0.0,,,,,77.0,20.0,35.0,False,,,,,0.0,0.0,,,
Table_1_Pages_1-8_cleaning_report.txt,Table_1_Pages_1-8,16-column,548,548,0,11130,11508,96.7,92.88,92.88,0.0,,,,,96.7,21.0,548.0,True,,,,,0.0,0.0,,,
Table_20_Pages_73-73_cleaning_report.txt,Table_20_Pages_73-73,16-column,10,10,0,125,210,59.5,91.78,91.78,0.0,,,,,59.5,21.0,10.0,True,,,,,0.0,0.0,,,
Table_21_Pages_74-76_cleaning_report.txt,Table_21_Pages_74-76,,234,234,0,3502,4680,74.8,88.53,88.53,0.0,17.0,17.0,2.0,4.0,74.8,58.0,56.0,False,,,,,0.0,0.0,,,
Table_22_Pages_77-77_cleaning_report.txt,Table_22_Pages_77-77,16-column,15,14,1,268,294,91.2,92.06,92.42,0.36,,,,,91.2,21.0,14.0,True,,,,,0.0,0.0,,,
Table_23_Pages_78-78_cleaning_report.txt,Table_23_Pages_78-78,,15,15,0,228,300,76.0,92.81,92.81,0.0,,,,,76.0,20.0,15.0,False,,,,,0.0,0.0,,,
Table_24_Pages_79-79_cleaning_report.txt,Table_24_Pages_79-79,16-column,3,3,0,56,63,88.9,93.33,93.33,0.0,,,,,88.9,21.0,3.0,True,,,,,0.0,0.0,,,
Table_25_Pages_80-80_cleaning_report.txt,Table_25_Pages_80-80,,46,46,0,553,920,60.1,89.37,89.37,0.0,4.0,5.0,1.0,19.0,60.1,58.0,11.0,False,,,,,0.0,0.0,,,
Table_26_Pages_81-83_cleaning_report.txt,Table_26_Pages_81-83,16-column,153,153,0,3071,3213,95.6,93.52,93.52,0.0,,,,,95.6,21.0,153.0,True,,,,,0.0,0.0,,,
Table_27_Pages_84-84_cleaning_report.txt,Table_27_Pages_84-84,,47,47,0,801,940,85.2,93.01,93.01,0.0,,,,,85.2,20.0,47.0,False,,,,,0.0,0.0,,,
Table_28_Pages_85-85_cleaning_report.txt,Table_28_Pages_85-85,16-column,10,10,0,140,210,66.7,92.46,92.46,0.0,,,,,66.7,21.0,10.0,True,,,,,0.0,0.0,,,
Table_29_Pages_86-90_cleaning_report.txt,Table_29_Pages_86-90,,330,330,0,5225,6600,79.2,92.04,92.04,0.0,10.0,6.0,5.0,13.0,79.2,58.0,66.0,False,,,,,0.0,0.0,,,
Table_2_Pages_9-10_cleaning_report.txt,Table_2_Pages_9-10,,62,62,0,1096,1240,88.4,91.58,91.58,0.0,,,,,88.4,20.0,62.0,False,,,,,0.0,0.0,,,
Table_30_Pages_91-93_cleaning_report.txt,Table_30_Pages_91-93,16-column,178,178,0,3601,3738,96.3,93.49,93.49,0.0,,,,,96.3,21.0,178.0,True,,,,,0.0,0.0,,,
Table_31_Pages_94-94_cleaning_report.txt,Table_31_Pages_94-94,,48,48,0,826,960,86.0,92.77,92.77,0.0,,,,,86.0,20.0,48.0,False,,,,,0.0,0.0,,,
Table_32_Pages_95-95_cleaning_report.txt,Table_32_Pages_95-95,16-column,14,14,0,236,294,80.3,92.79,92.79,0.0,,,,,80.3,21.0,14.0,True,,,,,0.0,0.0,,,
Table_33_Pages_96-100_cleaning_report.txt,Table_33_Pages_96-100,,342,342,0,5274,6840,77.1,90.1,90.1,0.0,36.0,33.0,7.0,78.0,77.1,58.0,83.0,False,,,,,0.0,0.0,,,
Table_34_Pages_101-102_cleaning_report.txt,Table_34_Pages_101-102,16-column,78,78,0,1394,1638,85.1,93.33,93.33,0.0,,,,,85.1,21.0,78.0,True,,,,,0.0,0.0,,,
Table_35_Pages_103-103_cleaning_report.txt,Table_35_Pages_103-103,,33,33,0,506,660,76.7,93.39,93.39,0.0,,,,,76.7,20.0,33.0,False,,,,,0.0,0.0,,,
Table_36_Pages_104-104_cleaning_report.txt,Table_36_Pages_104-104,16-column,8,8,0,102,168,60.7,93.05,93.05,0.0,,,,,60.7,21.0,8.0,True,,,,,0.0,0.0,,,
Table_37_Pages_105-107_cleaning_report.txt,Table_37_Pages_105-107,,170,170,0,2433,3400,71.6,91.57,91.57,0.0,2.0,2.0,1.0,10.0,71.6,58.0,34.0,False,,,,,0.0,0.0,,,
Table_38_Pages_108-109_cleaning_report.txt,Table_38_Pages_108-109,16-column,86,86,0,1450,1806,80.3,92.76,92.76,0.0,,,,,80.3,21.0,86.0,True,,,,,0.0,0.0,,,
Table_39_Pages_110-110_cleaning_report.txt,Table_39_Pages_110-110,,36,36,0,483,720,67.1,92.54,92.54,0.0,,,,,67.1,20.0,36.0,False,,,,,0.0,0.0,,,
Table_3_Pages_11-12_cleaning_report.txt,Table_3_Pages_11-12,16-column,74,74,0,1451,1554,93.4,92.74,92.74,0.0,,,,,93.4,21.0,74.0,True,,,,,0.0,0.0,,,
Table_40_Pages_111-111_cleaning_report.txt,Table_40_Pages_111-111,16-column,8,8,0,86,168,51.2,91.29,91.29,0.0,,,,,51.2,21.0,8.0,True,,,,,0.0,0.0,,,
Table_41_Pages_112-113_cleaning_report.txt,Table_41_Pages_112-113,,151,151,0,2078,3020,68.8,91.63,91.63,0.0,3.0,4.0,0.0,6.0,68.8,58.0,31.0,False,,,,,0.0,0.0,,,
Table_42_Pages_114-115_cleaning_report.txt,Table_42_Pages_114-115,16-column,87,87,0,1628,1827,89.1,93.67,93.67,0.0,,,,,89.1,21.0,87.0,True,,,,,0.0,0.0,,,
Table_43_Pages_116-116_cleaning_report.txt,Table_43_Pages_116-116,,36,36,0,580,720,80.6,93.29,93.29,0.0,,,,,80.6,20.0,36.0,False,,,,,0.0,0.0,,,
Table_44_Pages_117-117_cleaning_report.txt,Table_44_Pages_117-117,16-column,8,8,0,100,168,59.5,90.24,90.24,0.0,,,,,59.5,21.0,8.0,True,,,,,0.0,0.0,,,
Table_45_Pages_118-120_cleaning_report.txt,Table_45_Pages_118-120,,236,236,0,3395,4720,71.9,92.09,92.09,0.0,14.0,13.0,0.0,17.0,71.9,58.0,60.0,False,,,,,0.0,0.0,,,
Table_46_Pages_121-122_cleaning_report.txt,Table_46_Pages_121-122,16-column,88,88,0,1606,1848,86.9,93.2,93.2,0.0,,,,,86.9,21.0,88.0,True,,,,,0.0,0.0,,,
Table_47_Pages_123-123_cleaning_report.txt,Table_47_Pages_123-123,,37,37,0,569,740,76.9,92.94,92.94,0.0,,,,,76.9,20.0,37.0,False,,,,,0.0,0.0,,,
Table_48_Pages_124-124_cleaning_report.txt,Table_48_Pages_124-124,16-column,8,8,0,90,168,53.6,92.69,92.69,0.0,,,,,53.6,21.0,8.0,True,,,,,0.0,0.0,,,
Table_49_Pages_125-127_cleaning_report.txt,Table_49_Pages_125-127,,233,233,0,3155,4660,67.7,90.67,90.67,0.0,10.0,11.0,0.0,15.0,67.7,58.0,48.0,False,,,,,0.0,0.0,,,
Table_4_Pages_13-22_cleaning_report.txt,Table_4_Pages_13-22,,785,785,0,12418,15700,79.1,90.36,90.36,0.0,53.0,53.0,12.0,135.0,79.1,58.0,171.0,False,,,,,0.0,0.0,,,
Table_50_Pages_128-130_cleaning_report.txt,Table_50_Pages_128-130,16-column,129,129,0,2446,2709,90.3,93.37,93.37,0.0,,,,,90.3,21.0,129.0,True,,,,,0.0,0.0,,,
Table_51_Pages_131-131_cleaning_report.txt,Table_51_Pages_131-131,,37,37,0,545,740,73.6,93.95,93.95,0.0,,,,,73.6,20.0,37.0,False,,,,,0.0,0.0,,,
Table_52_Pages_132-132_cleaning_report.txt,Table_52_Pages_132-132,16-column,14,14,0,208,294,70.7,92.64,92.64,0.0,,,,,70.7,21.0,14.0,True,,,,,0.0,0.0,,,
Table_53_Pages_133-136_cleaning_report.txt,Table_53_Pages_133-136,,270,270,0,3985,5400,73.8,91.48,91.48,0.0,13.0,8.0,2.0,14.0,73.8,58.0,57.0,False,,,,,0.0,0.0,,,
Table_54_Pages_137-139_cleaning_report.txt,Table_54_Pages_137-139,16-column,132,132,0,2554,2772,92.1,93.38,93.38,0.0,,,,,92.1,21.0,132.0,True,,,,,0.0,0.0,,,
Table_55_Pages_140-140_cleaning_report.txt,Table_55_Pages_140-140,,38,38,0,609,760,80.1,91.6,91.6,0.0,,,,,80.1,20.0,38.0,False,,,,,0.0,0.0,,,
Table_56_Pages_141-141_cleaning_report.txt,Table_56_Pages_141-141,16-column,14,14,0,241,294,82.0,92.6,92.6,0.0,,,,,82.0,21.0,14.0,True,,,,,0.0,0.0,,,
Table_57_Pages_142-145_cleaning_report.txt,Table_57_Pages_142-145,,277,277,0,4059,5540,73.3,90.93,90.93,0.0,12.0,10.0,5.0,58.0,73.3,58.0,62.0,False,,,,,0.0,0.0,,,
Table_58_Pages_146-148_cleaning_report.txt,Table_58_Pages_146-148,16-column,131,131,0,2631,2751,95.6,93.41,93.41,0.0,,,,,95.6,21.0,131.0,True,,,,,0.0,0.0,,,
Table_59_Pages_149-149_cleaning_report.txt,Table_59_Pages_149-149,,37,37,0,635,740,85.8,93.93,93.93,0.0,,,,,85.8,20.0,37.0,False,,,,,0.0,0.0,,,
Table_5_Pages_23-25_cleaning_report.txt,Table_5_Pages_23-25,16-column,192,192,0,3861,4032,95.8,93.14,93.14,0.0,,,,,95.8,21.0,192.0,True,,,,,0.0,0.0,,,
Table_60_Pages_150-150_cleaning_report.txt,Table_60_Pages_150-150,16-column,14,14,0,228,294,77.6,93.45,93.45,0.0,,,,,77.6,21.0,14.0,True,,,,,0.0,0.0,,,
Table_61_Pages_151-154_cleaning_report.txt,Table_61_Pages_151-154,,277,277,0,4170,5540,75.3,91.05,91.05,0.0,29.0,16.0,7.0,42.0,75.3,58.0,105.0,False,,,,,0.0,0.0,,,
Table_62_Pages_155-155_cleaning_report.txt,Table_62_Pages_155-155,16-column,36,36,0,626,756,82.8,93.67,93.67,0.0,,,,,82.8,21.0,36.0,True,,,,,0.0,0.0,,,
Table_63_Pages_156-156_cleaning_report.txt,Table_63_Pages_156-156,,29,29,0,401,580,69.1,93.78,93.78,0.0,,,,,69.1,20.0,29.0,False,,,,,0.0,0.0,,,
Table_64_Pages_157-157_cleaning_report.txt,Table_64_Pages_157-157,16-column,8,8,0,132,168,78.6,93.31,93.31,0.0,,,,,78.6,21.0,8.0,True,,,,,0.0,0.0,,,
Table_65_Pages_158-158_cleaning_report.txt,Table_65_Pages_158-158,,66,66,0,704,1320,53.3,88.6,88.6,0.0,6.0,6.0,0.0,10.0,53.3,58.0,15.0,False,,,,,0.0,0.0,,,
Table_66_Pages_159-161_cleaning_report.txt,Table_66_Pages_159-161,16-column,132,132,0,2430,2772,87.7,93.73,93.73,0.0,,,,,87.7,21.0,132.0,True,,,,,0.0,0.0,,,
Table_67_Pages_162-162_cleaning_report.txt,Table_67_Pages_162-162,,37,37,0,567,740,76.6,91.9,91.9,0.0,,,,,76.6,20.0,37.0,False,,,,,0.0,0.0,,,
Table_68_Pages_163-163_cleaning_report.txt,Table_68_Pages_163-163,16-column,15,15,0,215,315,68.3,92.01,92.01,0.0,,,,,68.3,21.0,15.0,True,,,,,0.0,0.0,,,
Table_69_Pages_164-167_cleaning_report.txt,Table_69_Pages_164-167,,275,275,0,3789,5500,68.9,91.43,91.43,0.0,5.0,3.0,2.0,0.0,68.9,58.0,55.0,False,,,,,0.0,0.0,,,
Table_6_Pages_26-26_cleaning_report.txt,Table_6_Pages_26-26,,36,36,0,619,720,86.0,92.11,92.11,0.0,,,,,86.0,20.0,36.0,False,,,,,0.0,0.0,,,
Table_70_Pages_168-169_cleaning_report.txt,Table_70_Pages_168-169,16-column,84,84,0,1446,1764,82.0,92.54,92.54,0.0,,,,,82.0,21.0,84.0,True,,,,,0.0,0.0,,,
Table_71_Pages_170-170_cleaning_report.txt,Table_71_Pages_170-170,,36,36,0,611,720,84.9,93.42,93.42,0.0,,,,,84.9,20.0,36.0,False,,,,,0.0,0.0,,,
Table_72_Pages_171-171_cleaning_report.txt,Table_72_Pages_171-171,16-column,11,11,0,146,231,63.2,89.86,89.86,0.0,,,,,63.2,21.0,11.0,True,,,,,0.0,0.0,,,
Table_73_Pages_172-175_cleaning_report.txt,Table_73_Pages_172-175,,257,257,0,3800,5140,73.9,92.14,92.14,0.0,9.0,9.0,2.0,65.0,73.9,58.0,57.0,False,,,,,0.0,0.0,,,
Table_74_Pages_176-176_cleaning_report.txt,Table_74_Pages_176-176,16-column,35,35,0,692,735,94.1,93.8,93.8,0.0,,,,,94.1,21.0,35.0,True,,,,,0.0,0.0,,,
Table_75_Pages_177-177_cleaning_report.txt,Table_75_Pages_177-177,,29,29,0,489,580,84.3,93.59,93.59,0.0,,,,,84.3,20.0,29.0,False,,,,,0.0,0.0,,,
Table_76_Pages_178-178_cleaning_report.txt,Table_76_Pages_178-178,16-column,8,8,0,137,168,81.5,90.84,90.84,0.0,,,,,81.5,21.0,8.0,True,,,,,0.0,0.0,,,
Table_77_Pages_179-179_cleaning_report.txt,Table_77_Pages_179-179,,61,61,0,846,1220,69.3,91.56,91.56,0.0,4.0,5.0,1.0,30.0,69.3,58.0,13.0,False,,,,,0.0,0.0,,,
Table_78_Pages_180-180_cleaning_report.txt,Table_78_Pages_180-180,16-column,42,42,0,772,882,87.5,93.47,93.47,0.0,,,,,87.5,21.0,42.0,True,,,,,0.0,0.0,,,
Table_79_Pages_181-181_cleaning_report.txt,Table_79_Pages_181-181,,28,28,0,442,560,78.9,92.28,92.28,0.0,,,,,78.9,20.0,28.0,False,,,,,0.0,0.0,,,
Table_7_Pages_27-27_cleaning_report.txt,Table_7_Pages_27-27,16-column,39,39,0,765,819,93.4,93.22,93.22,0.0,,,,,93.4,21.0,39.0,True,,,,,0.0,0.0,,,
Table_80_Pages_182-182_cleaning_report.txt,Table_80_Pages_182-182,16-column,8,8,0,125,168,74.4,94.0,94.0,0.0,,,,,74.4,21.0,8.0,True,,,,,0.0,0.0,,,
Table_81_Pages_183-183_cleaning_report.txt,Table_81_Pages_183-183,,66,66,0,894,1320,67.7,91.54,91.54,0.0,3.0,5.0,1.0,17.0,67.7,58.0,13.0,False,,,,,0.0,0.0,,,
Table_82_Pages_184-184_cleaning_report.txt,Table_82_Pages_184-184,16-column,42,42,0,766,882,86.8,93.1,93.1,0.0,,,,,86.8,21.0,42.0,True,,,,,0.0,0.0,,,
Table_83_Pages_185-185_cleaning_report.txt,Table_83_Pages_185-185,,29,29,0,431,580,74.3,93.59,93.59,0.0,,,,,74.3,20.0,29.0,False,,,,,0.0,0.0,,,
Table_84_Pages_186-186_cleaning_report.txt,Table_84_Pages_186-186,16-column,11,11,0,183,231,79.2,92.52,92.52,0.0,,,,,79.2,21.0,11.0,True,,,,,0.0,0.0,,,
Table_85_Pages_187-187_cleaning_report.txt,Table_85_Pages_187-187,,55,55,0,706,1100,64.2,90.71,90.71,0.0,5.0,5.0,1.0,0.0,64.2,58.0,11.0,False,,,,,0.0,0.0,,,
Table_86_Pages_188-190_cleaning_report.txt,Table_86_Pages_188-190,16-column,133,133,0,2365,2793,84.7,93.98,93.98,0.0,,,,,84.7,21.0,133.0,True,,,,,0.0,0.0,,,
Table_87_Pages_191-191_cleaning_report.txt,Table_87_Pages_191-191,,37,37,0,570,740,77.0,93.76,93.76,0.0,,,,,77.0,20.0,37.0,False,,,,,0.0,0.0,,,
Table_88_Pages_192-192_cleaning_report.txt,Table_88_Pages_192-192,16-column,14,14,0,183,294,62.2,92.22,92.22,0.0,,,,,62.2,21.0,14.0,True,,,,,0.0,0.0,,,
Table_89_Pages_193-196_cleaning_report.txt,Table_89_Pages_193-196,,269,269,0,3521,5380,65.4,90.8,90.8,0.0,9.0,6.0,1.0,3.0,65.4,58.0,52.0,False,,,,,0.0,0.0,,,
Table_8_Pages_28-30_cleaning_report.txt,Table_8_Pages_28-30,,213,213,0,3207,4260,75.3,90.92,90.92,0.0,16.0,17.0,5.0,44.0,75.3,58.0,56.0,False,,,,,0.0,0.0,,,
Table_90_Pages_197-199_cleaning_report.txt,Table_90_Pages_197-199,16-column,140,140,0,2420,2940,82.3,93.79,93.79,0.0,,,,,82.3,21.0,140.0,True,,,,,0.0,0.0,,,
Table_91_Pages_200-200_cleaning_report.txt,Table_91_Pages_200-200,,39,39,0,619,780,79.4,92.09,92.09,0.0,,,,,79.4,20.0,39.0,False,,,,,0.0,0.0,,,
Table_92_Pages_201-201_cleaning_report.txt,Table_92_Pages_201-201,16-column,14,14,0,204,294,69.4,92.83,92.83,0.0,,,,,69.4,21.0,14.0,True,,,,,0.0,0.0,,,
Table_93_Pages_202-205_cleaning_report.txt,Table_93_Pages_202-205,,277,277,0,3946,5540,71.2,91.21,91.21,0.0,11.0,11.0,5.0,21.0,71.2,58.0,68.0,False,,,,,0.0,0.0,,,
Table_94_Pages_206-208_cleaning_report.txt,Table_94_Pages_206-208,16-column,131,131,0,2422,2751,88.0,93.13,93.13,0.0,,,,,88.0,21.0,131.0,True,,,,,0.0,0.0,,,
Table_95_Pages_209-209_cleaning_report.txt,Table_95_Pages_209-209,,37,37,0,591,740,79.9,92.83,92.83,0.0,,,,,79.9,20.0,37.0,False,,,,,0.0,0.0,,,
Table_96_Pages_210-210_cleaning_report.txt,Table_96_Pages_210-210,16-column,14,14,0,224,294,76.2,92.81,92.81,0.0,,,,,76.2,21.0,14.0,True,,,,,0.0,0.0,,,
Table_97_Pages_211-214_cleaning_report.txt,Table_97_Pages_211-214,,248,248,0,3637,4960,73.3,90.81,90.81,0.0,16.0,13.0,3.0,9.0,73.3,58.0,71.0,False,,,,,0.0,0.0,,,
Table_98_Pages_215-216_cleaning_report.txt,Table_98_Pages_215-216,16-column,93,93,0,1759,1953,90.1,92.89,92.89,0.0,,,,,90.1,21.0,93.0,True,,,,,0.0,0.0,,,
Table_99_Pages_217-217_cleaning_report.txt,Table_99_Pages_217-217,,36,36,0,573,720,79.6,92.52,92.52,0.0,,,,,79.6,20.0,36.0,False,,,,,0.0,0.0,,,
Table_9_Pages_31-36_cleaning_report.txt,Table_9_Pages_31-36,16-column,389,389,0,7841,8169,96.0,92.92,92.92,0.0,,,,,96.0,21.0,389.0,True,,,,,0.0,0.0,,,
